,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2018-08-19 07:00:00+03:00,30.0,1850.0,166.0,65.0,0.0,163.0,131.0,2045.0,48.0,5.0,252.0
2018-08-19 08:00:00+03:00,31.0,1870.0,166.0,65.0,0.0,198.0,367.0,2045.0,186.0,5.0,141.0
2018-08-19 09:00:00+03:00,31.0,1851.0,163.0,64.0,0.0,208.0,413.0,2046.0,364.0,5.0,107.0
2018-08-19 10:00:00+03:00,31.0,1826.0,164.0,64.0,0.0,208.0,432.0,2046.0,508.0,5.0,83.0
2018-08-19 11:00:00+03:00,28.0,1848.0,161.0,66.0,0.0,206.0,430.0,2046.0,603.0,5.0,69.0
2018-08-19 12:00:00+03:00,29.0,1861.0,162.0,66.0,0.0,191.0,450.0,2044.0,647.0,5.0,74.0
2018-08-19 13:00:00+03:00,29.0,1865.0,161.0,66.0,0.0,153.0,474.0,2044.0,636.0,5.0,95.0
2018-08-19 14:00:00+03:00,29.0,1836.0,161.0,66.0,0.0,152.0,485.0,2044.0,570.0,5.0,125.0
2018-08-19 15:00:00+03:00,30.0,1863.0,161.0,67.0,0.0,154.0,515.0,2043.0,456.0,5.0,184.0
2018-08-19 16:00:00+03:00,30.0,1865.0,161.0,67.0,0.0,177.0,663.0,2045.0,357.0,5.0,158.0
2018-08-19 17:00:00+03:00,31.0,1887.0,163.0,67.0,0.0,183.0,913.0,2043.0,222.0,5.0,77.0
2018-08-19 18:00:00+03:00,31.0,1891.0,162.0,67.0,0.0,197.0,1107.0,2042.0,111.0,4.0,57.0
2018-08-19 19:00:00+03:00,30.0,1875.0,163.0,64.0,115.0,207.0,1147.0,2042.0,24.0,4.0,74.0
2018-08-19 20:00:00+03:00,30.0,1925.0,164.0,65.0,170.0,187.0,1186.0,2041.0,0.0,4.0,89.0
2018-08-19 21:00:00+03:00,31.0,1928.0,166.0,49.0,188.0,177.0,1206.0,2040.0,0.0,5.0,79.0
2018-08-19 22:00:00+03:00,31.0,1885.0,161.0,34.0,128.0,154.0,1118.0,2041.0,0.0,5.0,69.0
2018-08-19 23:00:00+03:00,31.0,1824.0,135.0,44.0,0.0,131.0,1042.0,2041.0,0.0,5.0,79.0
2018-08-20 00:00:00+03:00,31.0,1730.0,134.0,64.0,0.0,123.0,782.0,2043.0,0.0,5.0,84.0
2018-08-20 01:00:00+03:00,32.0,1815.0,135.0,63.0,0.0,117.0,379.0,2043.0,0.0,5.0,84.0
2018-08-20 02:00:00+03:00,31.0,1853.0,136.0,64.0,0.0,116.0,217.0,2044.0,0.0,4.0,79.0
2018-08-20 03:00:00+03:00,30.0,1878.0,136.0,64.0,0.0,117.0,143.0,2047.0,0.0,3.0,97.0
2018-08-20 04:00:00+03:00,31.0,1956.0,135.0,64.0,0.0,118.0,96.0,2045.0,0.0,4.0,105.0
2018-08-20 05:00:00+03:00,31.0,2018.0,135.0,66.0,0.0,118.0,92.0,2044.0,0.0,4.0,142.0
2018-08-20 06:00:00+03:00,31.0,2264.0,138.0,66.0,0.0,137.0,23.0,2046.0,2.0,4.0,174.0
2018-08-20 07:00:00+03:00,30.0,2270.0,136.0,66.0,0.0,162.0,238.0,2046.0,48.0,4.0,168.0
2018-08-20 08:00:00+03:00,29.0,2295.0,135.0,73.0,0.0,199.0,379.0,2046.0,178.0,4.0,140.0
2018-08-20 09:00:00+03:00,29.0,2259.0,133.0,69.0,0.0,203.0,289.0,2046.0,350.0,4.0,207.0
2018-08-20 10:00:00+03:00,29.0,2205.0,133.0,72.0,0.0,198.0,174.0,2045.0,496.0,4.0,196.0
2018-08-20 11:00:00+03:00,30.0,2125.0,131.0,70.0,0.0,193.0,205.0,2046.0,596.0,5.0,204.0
2018-08-20 12:00:00+03:00,29.0,2113.0,135.0,70.0,0.0,190.0,157.0,2044.0,641.0,4.0,219.0
2018-08-20 13:00:00+03:00,30.0,2040.0,134.0,68.0,0.0,196.0,259.0,2043.0,636.0,4.0,222.0
2018-08-20 14:00:00+03:00,29.0,2036.0,134.0,68.0,0.0,194.0,257.0,2043.0,596.0,4.0,224.0
2018-08-20 15:00:00+03:00,30.0,2027.0,134.0,68.0,0.0,192.0,374.0,2041.0,532.0,4.0,206.0
2018-08-20 16:00:00+03:00,30.0,2046.0,134.0,68.0,0.0,187.0,499.0,2039.0,421.0,4.0,187.0
2018-08-20 17:00:00+03:00,31.0,2087.0,134.0,62.0,0.0,178.0,703.0,2039.0,288.0,4.0,167.0
2018-08-20 18:00:00+03:00,31.0,2056.0,135.0,62.0,0.0,162.0,1023.0,2040.0,128.0,4.0,131.0
2018-08-20 19:00:00+03:00,30.0,2110.0,132.0,63.0,0.0,167.0,1189.0,2038.0,22.0,4.0,92.0
2018-08-20 20:00:00+03:00,30.0,2212.0,134.0,64.0,0.0,193.0,1178.0,2038.0,0.0,4.0,84.0
2018-08-20 21:00:00+03:00,30.0,2286.0,135.0,64.0,0.0,177.0,1150.0,2039.0,0.0,4.0,97.0
2018-08-20 22:00:00+03:00,31.0,2247.0,136.0,64.0,0.0,152.0,926.0,2041.0,0.0,4.0,74.0
2018-08-20 23:00:00+03:00,31.0,2211.0,138.0,64.0,0.0,134.0,686.0,2038.0,0.0,4.0,53.0
2018-08-21 00:00:00+03:00,30.0,2119.0,135.0,66.0,0.0,117.0,463.0,2040.0,0.0,4.0,49.0
2018-08-21 01:00:00+03:00,31.0,2074.0,137.0,66.0,0.0,114.0,299.0,2040.0,0.0,4.0,71.0
2018-08-21 02:00:00+03:00,32.0,2049.0,137.0,66.0,0.0,117.0,79.0,2044.0,0.0,4.0,96.0
2018-08-21 03:00:00+03:00,31.0,2027.0,137.0,66.0,0.0,117.0,46.0,2044.0,0.0,4.0,106.0
2018-08-21 04:00:00+03:00,30.0,2000.0,137.0,66.0,0.0,117.0,48.0,2043.0,0.0,4.0,143.0
2018-08-21 05:00:00+03:00,31.0,2002.0,135.0,66.0,0.0,119.0,48.0,2046.0,0.0,4.0,182.0
2018-08-21 06:00:00+03:00,31.0,2074.0,139.0,66.0,0.0,140.0,94.0,2046.0,2.0,4.0,196.0
2018-08-21 07:00:00+03:00,32.0,2091.0,140.0,66.0,0.0,161.0,291.0,2046.0,50.0,4.0,179.0
2018-08-21 08:00:00+03:00,31.0,2092.0,139.0,69.0,0.0,194.0,474.0,2045.0,192.0,4.0,131.0
2018-08-21 09:00:00+03:00,30.0,2094.0,138.0,69.0,0.0,192.0,545.0,2047.0,366.0,4.0,117.0
2018-08-21 10:00:00+03:00,29.0,2091.0,138.0,69.0,0.0,192.0,387.0,2045.0,505.0,4.0,161.0
2018-08-21 11:00:00+03:00,29.0,2075.0,135.0,63.0,0.0,194.0,314.0,2042.0,603.0,4.0,177.0
2018-08-21 12:00:00+03:00,29.0,2062.0,137.0,66.0,0.0,190.0,300.0,2041.0,650.0,4.0,153.0
2018-08-21 13:00:00+03:00,28.0,2083.0,137.0,67.0,0.0,184.0,354.0,2042.0,660.0,5.0,150.0
2018-08-21 14:00:00+03:00,29.0,2044.0,137.0,66.0,0.0,183.0,373.0,2039.0,636.0,5.0,138.0
2018-08-21 15:00:00+03:00,29.0,2080.0,135.0,67.0,0.0,180.0,443.0,2038.0,569.0,4.0,133.0
2018-08-21 16:00:00+03:00,29.0,2084.0,136.0,66.0,0.0,178.0,613.0,2038.0,460.0,4.0,129.0
2018-08-21 17:00:00+03:00,29.0,2084.0,136.0,66.0,0.0,172.0,752.0,2036.0,308.0,4.0,124.0
2018-08-21 18:00:00+03:00,22.0,2089.0,136.0,68.0,0.0,152.0,1020.0,2035.0,134.0,4.0,96.0
2018-08-21 19:00:00+03:00,18.0,2113.0,136.0,64.0,0.0,154.0,1189.0,2035.0,23.0,4.0,66.0
2018-08-21 20:00:00+03:00,24.0,2156.0,134.0,67.0,0.0,172.0,1241.0,2037.0,0.0,4.0,52.0
2018-08-21 21:00:00+03:00,28.0,2182.0,134.0,66.0,0.0,172.0,1211.0,2037.0,0.0,4.0,34.0
2018-08-21 22:00:00+03:00,28.0,2085.0,134.0,65.0,0.0,156.0,1060.0,2036.0,0.0,4.0,17.0
2018-08-21 23:00:00+03:00,29.0,2083.0,135.0,65.0,0.0,143.0,823.0,2040.0,0.0,4.0,16.0
2018-08-22 00:00:00+03:00,30.0,2084.0,137.0,65.0,0.0,133.0,532.0,2039.0,0.0,4.0,15.0
2018-08-22 01:00:00+03:00,30.0,2019.0,139.0,62.0,0.0,113.0,354.0,2040.0,0.0,4.0,19.0
2018-08-22 02:00:00+03:00,29.0,2058.0,140.0,61.0,0.0,113.0,81.0,2040.0,0.0,4.0,24.0
2018-08-22 03:00:00+03:00,29.0,2074.0,139.0,60.0,0.0,118.0,34.0,2041.0,0.0,4.0,24.0
2018-08-22 04:00:00+03:00,29.0,2007.0,140.0,61.0,0.0,118.0,16.0,2043.0,0.0,4.0,40.0
2018-08-22 05:00:00+03:00,31.0,2068.0,141.0,61.0,0.0,117.0,63.0,2044.0,0.0,4.0,73.0
2018-08-22 06:00:00+03:00,31.0,2027.0,140.0,62.0,0.0,139.0,142.0,2043.0,2.0,4.0,150.0
2018-08-22 07:00:00+03:00,30.0,2074.0,142.0,61.0,0.0,159.0,246.0,2043.0,48.0,3.0,161.0
2018-08-22 08:00:00+03:00,29.0,2130.0,139.0,61.0,0.0,190.0,399.0,2043.0,189.0,3.0,72.0
2018-08-22 09:00:00+03:00,28.0,2156.0,136.0,61.0,0.0,182.0,396.0,2045.0,357.0,4.0,42.0
2018-08-22 10:00:00+03:00,30.0,2205.0,136.0,61.0,0.0,188.0,182.0,2043.0,496.0,4.0,51.0
2018-08-22 11:00:00+03:00,28.0,2265.0,134.0,61.0,0.0,191.0,163.0,2041.0,587.0,4.0,44.0
2018-08-22 12:00:00+03:00,29.0,2306.0,136.0,61.0,0.0,189.0,135.0,2043.0,627.0,5.0,57.0
2018-08-22 13:00:00+03:00,27.0,2429.0,137.0,61.0,0.0,185.0,120.0,2042.0,613.0,4.0,75.0
2018-08-22 14:00:00+03:00,27.0,2338.0,139.0,61.0,0.0,184.0,123.0,2041.0,576.0,4.0,84.0
2018-08-22 15:00:00+03:00,29.0,2349.0,139.0,61.0,0.0,178.0,209.0,2038.0,514.0,3.0,94.0
2018-08-22 16:00:00+03:00,28.0,2188.0,136.0,61.0,0.0,175.0,537.0,2040.0,390.0,4.0,102.0
2018-08-22 17:00:00+03:00,29.0,2135.0,138.0,61.0,0.0,172.0,787.0,2039.0,254.0,4.0,87.0
2018-08-22 18:00:00+03:00,28.0,2254.0,139.0,62.0,0.0,157.0,940.0,2037.0,116.0,4.0,65.0
2018-08-22 19:00:00+03:00,30.0,2260.0,137.0,63.0,0.0,171.0,1051.0,2036.0,21.0,5.0,34.0
2018-08-22 20:00:00+03:00,29.0,2322.0,136.0,63.0,0.0,160.0,1164.0,2038.0,0.0,5.0,24.0
2018-08-22 21:00:00+03:00,31.0,2301.0,135.0,64.0,0.0,166.0,1134.0,2036.0,0.0,5.0,28.0
2018-08-22 22:00:00+03:00,30.0,2228.0,137.0,64.0,0.0,154.0,933.0,2035.0,0.0,4.0,37.0
2018-08-22 23:00:00+03:00,30.0,2244.0,138.0,64.0,0.0,138.0,594.0,2036.0,0.0,4.0,42.0
2018-08-23 00:00:00+03:00,30.0,2243.0,135.0,62.0,0.0,128.0,251.0,2039.0,0.0,4.0,64.0
2018-08-23 01:00:00+03:00,29.0,2171.0,138.0,61.0,0.0,117.0,142.0,2038.0,0.0,4.0,111.0
2018-08-23 02:00:00+03:00,28.0,2041.0,139.0,61.0,0.0,117.0,60.0,2040.0,0.0,4.0,177.0
2018-08-23 03:00:00+03:00,29.0,2043.0,139.0,61.0,0.0,116.0,9.0,2040.0,0.0,4.0,198.0
2018-08-23 04:00:00+03:00,31.0,1981.0,140.0,61.0,0.0,118.0,9.0,2042.0,0.0,4.0,182.0
2018-08-23 05:00:00+03:00,30.0,2059.0,142.0,61.0,0.0,120.0,9.0,2044.0,0.0,5.0,195.0
2018-08-23 06:00:00+03:00,30.0,2089.0,143.0,61.0,0.0,139.0,184.0,2042.0,1.0,5.0,195.0
2018-08-23 07:00:00+03:00,29.0,2103.0,143.0,60.0,0.0,161.0,394.0,2041.0,46.0,4.0,165.0
2018-08-23 08:00:00+03:00,28.0,2188.0,141.0,60.0,0.0,188.0,468.0,2041.0,182.0,5.0,127.0
2018-08-23 09:00:00+03:00,28.0,2190.0,137.0,60.0,0.0,192.0,379.0,2042.0,346.0,4.0,189.0
2018-08-23 10:00:00+03:00,27.0,2172.0,137.0,60.0,0.0,192.0,242.0,2042.0,480.0,3.0,257.0
2018-08-23 11:00:00+03:00,27.0,2157.0,136.0,62.0,0.0,193.0,185.0,2040.0,592.0,5.0,293.0
2018-08-23 12:00:00+03:00,28.0,2151.0,138.0,61.0,0.0,196.0,92.0,2037.0,645.0,5.0,318.0
2018-08-23 13:00:00+03:00,28.0,2219.0,137.0,60.0,0.0,191.0,162.0,2038.0,634.0,4.0,327.0
2018-08-23 14:00:00+03:00,28.0,2196.0,137.0,60.0,0.0,190.0,181.0,2036.0,585.0,4.0,333.0
2018-08-23 15:00:00+03:00,29.0,2163.0,137.0,51.0,0.0,190.0,222.0,2034.0,510.0,4.0,329.0
2018-08-23 16:00:00+03:00,29.0,2291.0,137.0,29.0,0.0,178.0,382.0,2033.0,419.0,4.0,320.0
2018-08-23 17:00:00+03:00,30.0,2298.0,137.0,30.0,0.0,175.0,529.0,2032.0,274.0,4.0,304.0
2018-08-23 18:00:00+03:00,30.0,2303.0,136.0,58.0,0.0,160.0,768.0,2036.0,122.0,5.0,255.0
2018-08-23 19:00:00+03:00,29.0,2273.0,136.0,61.0,0.0,162.0,1017.0,2035.0,19.0,5.0,191.0
2018-08-23 20:00:00+03:00,29.0,2329.0,137.0,59.0,0.0,162.0,1147.0,2034.0,0.0,5.0,135.0
2018-08-23 21:00:00+03:00,27.0,2310.0,137.0,61.0,0.0,161.0,1124.0,2033.0,0.0,5.0,123.0
2018-08-23 22:00:00+03:00,27.0,2238.0,135.0,61.0,0.0,141.0,904.0,2037.0,0.0,5.0,131.0
2018-08-23 23:00:00+03:00,28.0,2232.0,134.0,61.0,0.0,121.0,691.0,2037.0,0.0,4.0,111.0
2018-08-24 00:00:00+03:00,29.0,2189.0,135.0,60.0,0.0,115.0,415.0,2036.0,0.0,5.0,96.0
2018-08-24 01:00:00+03:00,29.0,2144.0,137.0,60.0,0.0,114.0,298.0,2035.0,0.0,5.0,93.0
2018-08-24 02:00:00+03:00,30.0,2052.0,137.0,60.0,0.0,113.0,56.0,2035.0,0.0,5.0,93.0
2018-08-24 03:00:00+03:00,30.0,1966.0,137.0,60.0,0.0,112.0,9.0,2037.0,0.0,5.0,107.0
2018-08-24 04:00:00+03:00,30.0,1896.0,137.0,60.0,0.0,113.0,9.0,2036.0,0.0,4.0,128.0
2018-08-24 05:00:00+03:00,29.0,1930.0,137.0,60.0,0.0,114.0,22.0,2037.0,0.0,5.0,158.0
2018-08-24 06:00:00+03:00,31.0,2062.0,139.0,60.0,0.0,117.0,192.0,2036.0,1.0,5.0,189.0
2018-08-24 07:00:00+03:00,30.0,2089.0,138.0,60.0,0.0,140.0,340.0,2037.0,47.0,5.0,177.0
2018-08-24 08:00:00+03:00,31.0,2142.0,137.0,60.0,0.0,181.0,590.0,2039.0,193.0,4.0,109.0
2018-08-24 09:00:00+03:00,30.0,2243.0,136.0,60.0,0.0,188.0,510.0,2040.0,368.0,4.0,64.0
2018-08-24 10:00:00+03:00,30.0,2287.0,137.0,60.0,0.0,190.0,308.0,2037.0,512.0,5.0,57.0
2018-08-24 11:00:00+03:00,30.0,2346.0,135.0,61.0,0.0,187.0,171.0,2037.0,605.0,4.0,54.0
2018-08-24 12:00:00+03:00,30.0,2397.0,136.0,60.0,0.0,185.0,107.0,2035.0,641.0,4.0,67.0
2018-08-24 13:00:00+03:00,31.0,2410.0,135.0,60.0,0.0,181.0,106.0,2036.0,644.0,4.0,91.0
2018-08-24 14:00:00+03:00,30.0,2408.0,136.0,61.0,0.0,181.0,109.0,2036.0,618.0,4.0,128.0
2018-08-24 15:00:00+03:00,29.0,2401.0,133.0,61.0,0.0,180.0,196.0,2038.0,528.0,4.0,137.0
2018-08-24 16:00:00+03:00,30.0,2331.0,135.0,61.0,0.0,179.0,487.0,2037.0,423.0,4.0,120.0
2018-08-24 17:00:00+03:00,32.0,2328.0,134.0,61.0,0.0,170.0,602.0,2036.0,284.0,4.0,100.0
2018-08-24 18:00:00+03:00,32.0,2331.0,135.0,61.0,0.0,163.0,865.0,2035.0,122.0,5.0,85.0
2018-08-24 19:00:00+03:00,31.0,2366.0,135.0,61.0,0.0,160.0,984.0,2035.0,19.0,5.0,67.0
2018-08-24 20:00:00+03:00,29.0,2439.0,137.0,61.0,0.0,170.0,1089.0,2037.0,0.0,5.0,52.0
2018-08-24 21:00:00+03:00,30.0,2410.0,134.0,63.0,0.0,159.0,1056.0,2035.0,0.0,5.0,53.0
2018-08-24 22:00:00+03:00,31.0,2360.0,136.0,63.0,0.0,137.0,821.0,2035.0,0.0,5.0,35.0
2018-08-24 23:00:00+03:00,31.0,2308.0,137.0,63.0,0.0,117.0,670.0,2035.0,0.0,5.0,20.0
2018-08-25 00:00:00+03:00,30.0,2258.0,136.0,61.0,0.0,111.0,405.0,2036.0,0.0,4.0,13.0
2018-08-25 01:00:00+03:00,30.0,2256.0,136.0,61.0,0.0,111.0,222.0,2035.0,0.0,5.0,11.0
2018-08-25 02:00:00+03:00,30.0,2276.0,136.0,62.0,0.0,111.0,155.0,2036.0,0.0,5.0,6.0
2018-08-25 03:00:00+03:00,29.0,2255.0,136.0,62.0,0.0,109.0,49.0,2038.0,0.0,5.0,3.0
2018-08-25 04:00:00+03:00,28.0,2258.0,136.0,61.0,0.0,110.0,92.0,2038.0,0.0,4.0,4.0
2018-08-25 05:00:00+03:00,30.0,2267.0,138.0,63.0,0.0,110.0,94.0,2036.0,0.0,4.0,13.0
2018-08-25 06:00:00+03:00,30.0,2157.0,138.0,63.0,0.0,114.0,101.0,2035.0,1.0,5.0,31.0
2018-08-25 07:00:00+03:00,31.0,2215.0,139.0,62.0,0.0,135.0,177.0,2036.0,43.0,5.0,49.0
2018-08-25 08:00:00+03:00,30.0,2254.0,140.0,62.0,0.0,184.0,329.0,2037.0,171.0,4.0,28.0
2018-08-25 09:00:00+03:00,30.0,2309.0,138.0,50.0,0.0,188.0,344.0,2038.0,341.0,4.0,21.0
2018-08-25 10:00:00+03:00,29.0,2280.0,136.0,54.0,0.0,188.0,302.0,2038.0,493.0,4.0,10.0
2018-08-25 11:00:00+03:00,19.0,2263.0,135.0,63.0,0.0,187.0,231.0,2036.0,592.0,4.0,4.0
2018-08-25 12:00:00+03:00,23.0,2293.0,134.0,64.0,0.0,186.0,180.0,2038.0,640.0,4.0,6.0
2018-08-25 13:00:00+03:00,31.0,2318.0,134.0,63.0,0.0,181.0,141.0,2037.0,640.0,4.0,16.0
2018-08-25 14:00:00+03:00,30.0,2315.0,134.0,64.0,0.0,179.0,76.0,2034.0,599.0,4.0,37.0
2018-08-25 15:00:00+03:00,29.0,2278.0,134.0,66.0,0.0,168.0,130.0,2033.0,517.0,4.0,43.0
2018-08-25 16:00:00+03:00,30.0,2265.0,134.0,64.0,0.0,143.0,329.0,2036.0,407.0,4.0,33.0
2018-08-25 17:00:00+03:00,30.0,2303.0,135.0,65.0,0.0,141.0,544.0,2034.0,253.0,4.0,22.0
2018-08-25 18:00:00+03:00,31.0,2292.0,135.0,65.0,0.0,157.0,773.0,2033.0,109.0,4.0,17.0
2018-08-25 19:00:00+03:00,30.0,2297.0,136.0,64.0,0.0,183.0,869.0,2032.0,16.0,3.0,22.0
2018-08-25 20:00:00+03:00,30.0,2286.0,137.0,67.0,0.0,178.0,1007.0,2032.0,0.0,3.0,21.0
2018-08-25 21:00:00+03:00,30.0,2254.0,137.0,67.0,0.0,163.0,974.0,2034.0,0.0,4.0,18.0
2018-08-25 22:00:00+03:00,31.0,2250.0,137.0,65.0,0.0,138.0,766.0,2035.0,0.0,4.0,21.0
2018-08-25 23:00:00+03:00,33.0,2250.0,137.0,67.0,0.0,120.0,582.0,2035.0,0.0,4.0,19.0
2018-08-26 00:00:00+03:00,33.0,2314.0,137.0,64.0,0.0,111.0,290.0,2035.0,0.0,4.0,19.0
2018-08-26 01:00:00+03:00,33.0,2351.0,137.0,66.0,0.0,112.0,138.0,2034.0,0.0,4.0,13.0
2018-08-26 02:00:00+03:00,32.0,2328.0,138.0,63.0,0.0,115.0,9.0,2038.0,0.0,4.0,9.0
2018-08-26 03:00:00+03:00,31.0,2264.0,138.0,65.0,0.0,115.0,9.0,2038.0,0.0,4.0,5.0
2018-08-26 04:00:00+03:00,30.0,2280.0,139.0,64.0,0.0,115.0,9.0,2037.0,0.0,4.0,2.0
2018-08-26 05:00:00+03:00,31.0,2322.0,138.0,64.0,0.0,114.0,9.0,2037.0,0.0,4.0,1.0
2018-08-26 06:00:00+03:00,32.0,2199.0,138.0,64.0,0.0,116.0,9.0,2039.0,1.0,4.0,0.0
2018-08-26 07:00:00+03:00,32.0,2308.0,137.0,64.0,0.0,141.0,127.0,2039.0,44.0,4.0,0.0
2018-08-26 08:00:00+03:00,29.0,2340.0,135.0,65.0,0.0,190.0,191.0,2036.0,180.0,4.0,2.0
2018-08-26 09:00:00+03:00,32.0,2336.0,136.0,65.0,0.0,189.0,204.0,2035.0,349.0,4.0,3.0
2018-08-26 10:00:00+03:00,32.0,2336.0,135.0,65.0,0.0,194.0,149.0,2034.0,490.0,4.0,7.0
2018-08-26 11:00:00+03:00,32.0,2339.0,135.0,63.0,0.0,191.0,100.0,2035.0,584.0,4.0,21.0
2018-08-26 12:00:00+03:00,32.0,2342.0,135.0,63.0,0.0,185.0,40.0,2034.0,630.0,4.0,24.0
2018-08-26 13:00:00+03:00,32.0,2344.0,135.0,65.0,0.0,179.0,30.0,2034.0,618.0,4.0,21.0
2018-08-26 14:00:00+03:00,32.0,2334.0,135.0,65.0,0.0,176.0,28.0,2035.0,560.0,4.0,17.0
2018-08-26 15:00:00+03:00,32.0,2346.0,134.0,65.0,0.0,166.0,94.0,2032.0,480.0,4.0,15.0
2018-08-26 16:00:00+03:00,31.0,2346.0,136.0,65.0,0.0,154.0,259.0,2032.0,355.0,4.0,20.0
2018-08-26 17:00:00+03:00,31.0,2342.0,134.0,65.0,0.0,154.0,550.0,2034.0,203.0,4.0,32.0
2018-08-26 18:00:00+03:00,29.0,2363.0,133.0,65.0,0.0,168.0,722.0,2033.0,87.0,4.0,30.0
2018-08-26 19:00:00+03:00,30.0,2370.0,135.0,64.0,0.0,165.0,856.0,2032.0,13.0,4.0,32.0
2018-08-26 20:00:00+03:00,30.0,2395.0,136.0,65.0,0.0,158.0,1007.0,2031.0,0.0,4.0,23.0
2018-08-26 21:00:00+03:00,30.0,2396.0,136.0,64.0,0.0,140.0,962.0,2032.0,0.0,4.0,14.0
2018-08-26 22:00:00+03:00,31.0,2379.0,138.0,64.0,0.0,130.0,749.0,2035.0,0.0,4.0,11.0
2018-08-26 23:00:00+03:00,31.0,2366.0,138.0,64.0,0.0,112.0,535.0,2034.0,0.0,4.0,4.0
2018-08-27 00:00:00+03:00,31.0,2400.0,137.0,65.0,0.0,113.0,230.0,2035.0,0.0,4.0,2.0
2018-08-27 01:00:00+03:00,30.0,2364.0,140.0,65.0,0.0,119.0,62.0,2034.0,0.0,4.0,4.0
2018-08-27 02:00:00+03:00,31.0,2244.0,141.0,64.0,0.0,118.0,9.0,2034.0,0.0,4.0,2.0
2018-08-27 03:00:00+03:00,29.0,2036.0,140.0,64.0,0.0,118.0,9.0,2036.0,0.0,4.0,3.0
2018-08-27 04:00:00+03:00,30.0,2186.0,140.0,64.0,0.0,119.0,9.0,2036.0,0.0,4.0,5.0
2018-08-27 05:00:00+03:00,30.0,2252.0,142.0,63.0,0.0,122.0,9.0,2036.0,0.0,4.0,6.0
2018-08-27 06:00:00+03:00,30.0,2330.0,138.0,63.0,0.0,133.0,20.0,2035.0,1.0,4.0,14.0
2018-08-27 07:00:00+03:00,30.0,2417.0,137.0,65.0,0.0,157.0,183.0,2036.0,36.0,4.0,29.0
2018-08-27 08:00:00+03:00,29.0,2472.0,140.0,65.0,0.0,191.0,347.0,2039.0,147.0,3.0,27.0
2018-08-27 09:00:00+03:00,29.0,2528.0,138.0,65.0,0.0,193.0,362.0,2040.0,281.0,2.0,23.0
2018-08-27 10:00:00+03:00,29.0,2521.0,138.0,65.0,0.0,188.0,231.0,2040.0,407.0,2.0,45.0
2018-08-27 11:00:00+03:00,30.0,2532.0,130.0,63.0,0.0,183.0,183.0,2038.0,489.0,2.0,59.0
2018-08-27 12:00:00+03:00,28.0,2508.0,129.0,64.0,0.0,178.0,154.0,2037.0,536.0,3.0,70.0
2018-08-27 13:00:00+03:00,29.0,2508.0,130.0,65.0,0.0,175.0,109.0,2040.0,531.0,4.0,83.0
2018-08-27 14:00:00+03:00,27.0,2535.0,133.0,65.0,0.0,173.0,107.0,2040.0,487.0,4.0,95.0
2018-08-27 15:00:00+03:00,27.0,2576.0,134.0,65.0,0.0,170.0,196.0,2038.0,402.0,4.0,104.0
2018-08-27 16:00:00+03:00,28.0,2547.0,137.0,65.0,0.0,174.0,328.0,2035.0,290.0,4.0,141.0
2018-08-27 17:00:00+03:00,27.0,2434.0,137.0,65.0,0.0,175.0,506.0,2034.0,164.0,4.0,159.0
2018-08-27 18:00:00+03:00,25.0,2381.0,137.0,65.0,0.0,171.0,713.0,2036.0,65.0,4.0,159.0
2018-08-27 19:00:00+03:00,15.0,2360.0,140.0,62.0,0.0,171.0,855.0,2036.0,10.0,5.0,146.0
2018-08-27 20:00:00+03:00,28.0,2247.0,134.0,64.0,0.0,145.0,1105.0,2035.0,0.0,4.0,121.0
2018-08-27 21:00:00+03:00,29.0,2212.0,136.0,64.0,0.0,160.0,989.0,2037.0,0.0,4.0,156.0
2018-08-27 22:00:00+03:00,27.0,2101.0,136.0,64.0,0.0,153.0,718.0,2037.0,0.0,4.0,169.0
2018-08-27 23:00:00+03:00,29.0,2068.0,136.0,64.0,0.0,119.0,542.0,2035.0,0.0,4.0,162.0
2018-08-28 00:00:00+03:00,28.0,1918.0,140.0,63.0,0.0,117.0,404.0,2035.0,0.0,4.0,170.0
2018-08-28 01:00:00+03:00,29.0,1914.0,140.0,63.0,0.0,115.0,308.0,2037.0,0.0,4.0,198.0
2018-08-28 02:00:00+03:00,30.0,1927.0,136.0,65.0,0.0,111.0,178.0,2038.0,0.0,4.0,218.0
2018-08-28 03:00:00+03:00,29.0,1931.0,140.0,65.0,0.0,114.0,162.0,2038.0,0.0,5.0,245.0
2018-08-28 04:00:00+03:00,28.0,1882.0,141.0,65.0,0.0,116.0,154.0,2036.0,0.0,5.0,252.0
2018-08-28 05:00:00+03:00,29.0,1917.0,140.0,65.0,0.0,118.0,157.0,2035.0,0.0,5.0,292.0
2018-08-28 06:00:00+03:00,28.0,1911.0,142.0,65.0,0.0,128.0,207.0,2038.0,0.0,5.0,369.0
2018-08-28 07:00:00+03:00,29.0,1934.0,138.0,65.0,0.0,152.0,354.0,2040.0,23.0,5.0,323.0
2018-08-28 08:00:00+03:00,29.0,1970.0,137.0,65.0,0.0,187.0,487.0,2039.0,92.0,5.0,320.0
2018-08-28 09:00:00+03:00,27.0,1989.0,137.0,65.0,0.0,187.0,567.0,2041.0,180.0,5.0,275.0
2018-08-28 10:00:00+03:00,26.0,1987.0,136.0,65.0,0.0,189.0,576.0,2040.0,289.0,4.0,214.0
