,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,38.22,23.352,30.216,432.456,0.0,,20.28884,8.206
2021-01-01 01:00:00+01:00,38.22,21.936,29.976,422.16,0.0,,20.28884,7.733
2021-01-01 02:00:00+01:00,38.22,20.76,29.904,402.504,0.0,,21.21106,8.062999999999999
2021-01-01 03:00:00+01:00,38.22,19.224,29.88,394.416,0.0,,23.97772,8.272
2021-01-01 04:00:00+01:00,38.22,19.080000000000002,29.904,395.88,0.0,,22.13328,8.261
2021-01-01 05:00:00+01:00,38.22,21.0,30.0,403.632,0.0,,23.97772,8.184
2021-01-01 06:00:00+01:00,38.22,22.632,30.072,424.536,0.0,,23.055500000000002,7.611999999999999
2021-01-01 07:00:00+01:00,38.22,24.336000000000002,30.168,445.608,0.0,,21.21106,7.710999999999999
2021-01-01 08:00:00+01:00,38.22,24.6,30.768,458.49600000000004,0.0,,22.13328,7.81
2021-01-01 09:00:00+01:00,38.22,28.416,30.696,468.336,0.0,,22.13328,7.3149999999999995
2021-01-01 10:00:00+01:00,38.22,28.296,30.6,485.064,0.0,,20.28884,6.303
2021-01-01 11:00:00+01:00,38.22,33.336,30.696,499.536,0.0,,20.28884,5.016
2021-01-01 12:00:00+01:00,38.22,34.704,30.72,507.48,0.0,,21.21106,4.3229999999999995
2021-01-01 13:00:00+01:00,38.22,37.344,30.696,509.184,0.0,,22.13328,4.0809999999999995
2021-01-01 14:00:00+01:00,38.22,37.704,30.504,516.984,0.0,,21.21106,4.015
2021-01-01 15:00:00+01:00,38.22,39.264,30.456,525.936,0.0,,21.21106,3.8609999999999998
2021-01-01 16:00:00+01:00,38.22,39.504,30.456,528.24,0.0,,22.13328,4.521
2021-01-01 17:00:00+01:00,38.22,39.528,30.456,524.736,0.0,,21.21106,5.675999999999999
2021-01-01 18:00:00+01:00,38.22,38.928,30.384,522.192,0.0,,22.13328,5.027
2021-01-01 19:00:00+01:00,38.22,38.808,30.504,510.72,0.0,,22.13328,6.401999999999999
