,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,32.660000000000004,237.8,386.12,0.0,0.0,0.0,0.36,0.192,23.268,64.78,,0.0,14.75552,0.429
2021-01-01 00:15:00+01:00,31.51,243.54000000000002,367.99,0.8200000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,14.75552,0.429
2021-01-01 00:30:00+01:00,31.740000000000002,236.16000000000003,344.46999999999997,0.0,0.0,0.0,0.36,0.192,23.268,64.78,,0.0,14.75552,0.418
2021-01-01 00:45:00+01:00,31.740000000000002,233.70000000000002,304.29,0.8200000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,15.67774,0.495
2021-01-01 01:00:00+01:00,31.28,250.92000000000002,348.88,0.8200000000000001,0.0,0.0,0.36,0.192,23.268,65.60000000000001,,0.0,14.75552,0.5609999999999999
2021-01-01 01:15:00+01:00,31.28,264.86,359.17,0.8200000000000001,0.0,0.0,0.36,0.192,23.268,65.60000000000001,,0.0,15.67774,0.5499999999999999
2021-01-01 01:30:00+01:00,30.360000000000003,258.3,352.31,0.8200000000000001,0.0,0.0,0.36,0.192,23.28,65.60000000000001,,0.0,14.75552,0.528
2021-01-01 01:45:00+01:00,29.21,247.64000000000001,344.46999999999997,0.8200000000000001,0.0,0.0,0.36,0.192,23.268,65.60000000000001,,0.0,14.75552,0.528
2021-01-01 02:00:00+01:00,28.52,262.40000000000003,347.40999999999997,0.0,0.0,0.0,0.36,0.192,23.28,63.96000000000001,,0.0,13.833300000000001,0.484
2021-01-01 02:15:00+01:00,26.450000000000003,254.20000000000002,346.92,0.8200000000000001,0.0,0.0,0.36,0.192,23.28,63.96000000000001,,0.0,15.67774,0.473
2021-01-01 02:30:00+01:00,25.07,225.50000000000003,314.58,2.46,0.0,0.0,0.36,0.192,23.292,63.96000000000001,,0.0,14.75552,0.43999999999999995
2021-01-01 02:45:00+01:00,24.61,214.84,284.69,1.6400000000000001,0.0,0.0,0.36,0.192,23.292,63.96000000000001,,0.0,13.833300000000001,0.38499999999999995
2021-01-01 03:00:00+01:00,25.07,226.32000000000002,341.04,2.46,0.0,0.0,0.36,0.192,23.292,65.60000000000001,,0.0,14.75552,0.352
2021-01-01 03:15:00+01:00,25.07,219.76000000000002,329.28,1.6400000000000001,0.0,0.0,0.36,0.192,23.268,65.60000000000001,,0.0,14.75552,0.308
2021-01-01 03:30:00+01:00,24.61,217.3,316.54,1.6400000000000001,0.0,0.0,0.36,0.192,23.256,65.60000000000001,,0.0,14.75552,0.242
2021-01-01 03:45:00+01:00,25.07,215.66000000000003,318.5,1.6400000000000001,0.0,0.0,0.36,0.192,23.268,65.60000000000001,,0.0,14.75552,0.23099999999999998
2021-01-01 04:00:00+01:00,25.07,214.84,352.31,1.6400000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,14.75552,0.21999999999999997
2021-01-01 04:15:00+01:00,24.84,222.22000000000003,357.7,1.6400000000000001,0.0,0.0,0.36,0.192,23.268,64.78,,0.0,15.67774,0.19799999999999998
2021-01-01 04:30:00+01:00,25.07,218.94000000000003,349.86,0.8200000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,13.833300000000001,0.16499999999999998
2021-01-01 04:45:00+01:00,25.3,221.4,346.92,0.0,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,14.75552,0.16499999999999998
2021-01-01 05:00:00+01:00,25.07,214.84,351.33,0.0,0.0,0.0,0.36,0.192,23.244,63.96000000000001,,0.0,14.75552,0.176
2021-01-01 05:15:00+01:00,25.3,218.12,358.19,1.6400000000000001,0.0,0.0,0.36,0.192,23.244,63.96000000000001,,0.0,14.75552,0.21999999999999997
2021-01-01 05:30:00+01:00,24.84,223.86,357.7,0.8200000000000001,0.0,0.0,0.36,0.192,23.244,63.96000000000001,,0.0,15.67774,0.209
2021-01-01 05:45:00+01:00,26.450000000000003,228.78000000000003,356.71999999999997,1.6400000000000001,0.0,0.0,0.36,0.192,23.232,63.96000000000001,,0.0,15.67774,0.27499999999999997
2021-01-01 06:00:00+01:00,27.14,216.48000000000002,353.29,2.46,0.0,0.0,0.36,0.192,23.244,64.78,,0.0,15.67774,0.297
2021-01-01 06:15:00+01:00,28.98,223.04000000000002,364.07,0.8200000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,15.67774,0.286
2021-01-01 06:30:00+01:00,30.59,229.60000000000002,364.56,0.8200000000000001,0.0,0.0,0.36,0.192,23.256,64.78,,0.0,13.833300000000001,0.297
2021-01-01 06:45:00+01:00,33.35,232.88000000000002,364.56,1.6400000000000001,0.0,0.0,0.36,0.192,23.268,64.78,,0.0,12.91108,0.297
2021-01-01 07:00:00+01:00,33.120000000000005,230.42000000000002,364.56,1.6400000000000001,0.0,0.0,0.36,0.192,23.268,63.96000000000001,,0.0,11.98886,0.286
2021-01-01 07:15:00+01:00,32.660000000000004,217.3,365.05,0.0,0.0,0.0,0.36,0.192,23.268,63.96000000000001,,0.041,6.45554,0.297
