,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2021-01-01 01:00:00+02:00,770.0,664.0,353.0,1.0,290.0,1456.0,2795.0,72.0,27.0,7.0,198.0
2021-01-01 02:00:00+02:00,765.0,670.0,337.0,1.0,291.0,1372.0,2788.0,72.0,28.0,7.0,201.0
2021-01-01 03:00:00+02:00,770.0,673.0,335.0,1.0,293.0,1330.0,2779.0,72.0,26.0,7.0,187.0
2021-01-01 04:00:00+02:00,763.0,676.0,336.0,1.0,293.0,1377.0,2769.0,72.0,27.0,7.0,183.0
2021-01-01 05:00:00+02:00,764.0,674.0,335.0,1.0,293.0,1353.0,2761.0,72.0,25.0,7.0,183.0
2021-01-01 06:00:00+02:00,762.0,676.0,332.0,1.0,303.0,1414.0,2751.0,72.0,26.0,7.0,201.0
2021-01-01 07:00:00+02:00,765.0,667.0,353.0,1.0,318.0,1509.0,2741.0,74.0,25.0,7.0,211.0
2021-01-01 08:00:00+02:00,772.0,671.0,360.0,1.0,328.0,1576.0,2731.0,75.0,27.0,7.0,192.0
2021-01-01 09:00:00+02:00,772.0,683.0,380.0,1.0,336.0,1582.0,2722.0,75.0,27.0,7.0,156.0
2021-01-01 10:00:00+02:00,770.0,702.0,406.0,1.0,344.0,1655.0,2712.0,75.0,28.0,7.0,144.0
2021-01-01 11:00:00+02:00,765.0,702.0,423.0,1.0,356.0,1738.0,2703.0,75.0,26.0,7.0,134.0
2021-01-01 12:00:00+02:00,770.0,696.0,479.0,1.0,366.0,1714.0,2693.0,75.0,27.0,7.0,127.0
2021-01-01 13:00:00+02:00,785.0,713.0,507.0,1.0,375.0,1662.0,2684.0,75.0,26.0,7.0,118.0
2021-01-01 14:00:00+02:00,775.0,733.0,511.0,1.0,379.0,1710.0,2674.0,75.0,26.0,7.0,119.0
2021-01-01 15:00:00+02:00,778.0,709.0,508.0,1.0,378.0,1803.0,2665.0,75.0,26.0,8.0,118.0
2021-01-01 16:00:00+02:00,776.0,775.0,518.0,1.0,380.0,1902.0,2662.0,75.0,27.0,17.0,96.0
2021-01-01 17:00:00+02:00,773.0,814.0,544.0,1.0,382.0,1988.0,2721.0,75.0,27.0,18.0,95.0
2021-01-01 18:00:00+02:00,783.0,777.0,554.0,1.0,381.0,2052.0,2738.0,76.0,27.0,25.0,109.0
2021-01-01 19:00:00+02:00,780.0,735.0,564.0,1.0,375.0,1980.0,2783.0,75.0,27.0,19.0,89.0
2021-01-01 20:00:00+02:00,783.0,717.0,527.0,1.0,373.0,1885.0,2792.0,75.0,26.0,16.0,74.0
2021-01-01 21:00:00+02:00,790.0,706.0,455.0,1.0,360.0,1672.0,2794.0,75.0,27.0,7.0,78.0
2021-01-01 22:00:00+02:00,790.0,679.0,414.0,1.0,342.0,1659.0,2796.0,75.0,27.0,7.0,72.0
2021-01-01 23:00:00+02:00,788.0,664.0,380.0,1.0,334.0,1580.0,2795.0,77.0,26.0,8.0,81.0
2021-01-02 00:00:00+02:00,786.0,665.0,377.0,1.0,321.0,1437.0,2796.0,80.0,27.0,18.0,76.0
2021-01-02 01:00:00+02:00,787.0,577.0,357.0,1.0,322.0,1340.0,2797.0,81.0,27.0,28.0,55.0
2021-01-02 02:00:00+02:00,788.0,569.0,360.0,1.0,324.0,1398.0,2796.0,83.0,28.0,35.0,42.0
2021-01-02 03:00:00+02:00,789.0,554.0,362.0,1.0,322.0,1318.0,2797.0,84.0,27.0,35.0,48.0
2021-01-02 04:00:00+02:00,790.0,568.0,358.0,1.0,324.0,1338.0,2796.0,84.0,27.0,35.0,56.0
2021-01-02 05:00:00+02:00,802.0,564.0,358.0,1.0,323.0,1373.0,2796.0,84.0,27.0,35.0,72.0
2021-01-02 06:00:00+02:00,801.0,608.0,358.0,1.0,331.0,1485.0,2796.0,87.0,27.0,35.0,78.0
2021-01-02 07:00:00+02:00,806.0,651.0,361.0,1.0,346.0,1521.0,2796.0,87.0,27.0,34.0,82.0
2021-01-02 08:00:00+02:00,807.0,671.0,367.0,1.0,362.0,1548.0,2796.0,87.0,27.0,35.0,92.0
2021-01-02 09:00:00+02:00,819.0,747.0,391.0,1.0,372.0,1543.0,2795.0,87.0,28.0,36.0,109.0
2021-01-02 10:00:00+02:00,828.0,763.0,437.0,1.0,377.0,1556.0,2795.0,87.0,27.0,35.0,130.0
2021-01-02 11:00:00+02:00,834.0,768.0,448.0,1.0,379.0,1595.0,2795.0,89.0,27.0,35.0,152.0
2021-01-02 12:00:00+02:00,839.0,815.0,495.0,1.0,378.0,1590.0,2795.0,90.0,27.0,35.0,202.0
2021-01-02 13:00:00+02:00,834.0,825.0,499.0,1.0,386.0,1634.0,2795.0,90.0,28.0,35.0,256.0
